Målt (starttid),CO,NO2,NOX,SO2,O3,PM10,PM2.5
16-10-2024 07:00,"0,26","37,5","61,0","0,78","36,2","25,7","8,7"
16-10-2024 06:00,"0,29","48,2","72,9","0,80","30,3","27,7","10,9"
16-10-2024 05:00,"0,29","56,7","102,0","0,83","16,8","27,2","9,4"
16-10-2024 04:00,"0,22","30,8","43,2","0,47","37,4","15,1","6,7"
16-10-2024 03:00,"0,17","11,9","13,8","0,31","52,8","5,6","5,8"
16-10-2024 02:00,"0,18","12,5","13,2","0,24","47,5","12,2","9,0"
16-10-2024 01:00,"0,25","20,0","28,9","0,31","25,3","12,6","7,3"
16-10-2024 00:00,"0,26","25,2","37,6","1,1","21,2","7,4","7,6"
15-10-2024 23:00,"0,31","31,9","49,5","0,87","15,8","15,2","8,3"
15-10-2024 22:00,"0,42","37,9","66,8","0,99","15,4","22,1","12,8"
15-10-2024 21:00,"0,42","50,0","100,7","1,5","12,1","23,9","14,0"
15-10-2024 20:00,"0,42","47,9","93,6","1,4","19,5","19,0","17,7"
15-10-2024 19:00,"0,55","59,5","128,5","1,7","10,9","32,0","27,7"
15-10-2024 18:00,"0,45","54,2","106,4","1,5","17,0","24,5","10,5"
15-10-2024 17:00,"0,45","49,5","99,1","1,1","20,7","24,0","10,5"
15-10-2024 16:00,"0,39","47,2","100,5","1,4","26,4","21,5","8,8"
15-10-2024 15:00,"0,35","31,6","63,6","1,1","38,6","18,1","8,0"
15-10-2024 14:00,"0,28","25,2","55,2","0,91","44,1","17,1","8,8"
15-10-2024 13:00,"0,25","23,6","54,3","0,99","44,4","18,8","11,6"
15-10-2024 12:00,"0,28","24,0","51,3","1,0","44,0","20,4","11,4"
15-10-2024 11:00,"0,24","25,3","54,9","1,3","43,1","26,8","12,6"
15-10-2024 10:00,"0,23","35,3","75,6","1,2","40,2","19,6","7,3"
15-10-2024 09:00,"0,26","29,2","64,1","0,54","30,1","30,7","8,2"
15-10-2024 08:00,"0,27","32,2","72,4","1,0","22,8","32,6","6,5"
15-10-2024 07:00,"0,33","43,2","88,6","1,1","18,0","31,7","3,5"
15-10-2024 06:00,"0,26","37,6","78,5","1,0","24,1","25,5","5,0"
15-10-2024 05:00,"0,28","38,2","95,4","1,4","28,4","21,2","8,3"
15-10-2024 04:00,"0,20","12,9","24,0",,"48,9","17,1","4,4"
15-10-2024 03:00,"0,19","8,2","11,5",,"50,4","11,0","3,8"
15-10-2024 02:00,"0,20","7,3","8,6",,"51,1","9,1","4,4"
15-10-2024 01:00,"0,20","8,8","11,3",,"49,8","11,2","3,5"
15-10-2024 00:00,"0,22","6,0","10,4","0,27","57,9","9,6","3,2"
14-10-2024 23:00,"0,22","10,6","17,4","0,33","54,6","6,3","6,8"
14-10-2024 22:00,"0,27","13,3","21,9","0,03","50,6","9,9","9,1"
14-10-2024 21:00,"0,28","15,0","26,2","0,18","47,5","11,4","9,9"
14-10-2024 20:00,"0,28","19,6","33,7","0,18","45,4","15,1","9,0"
14-10-2024 19:00,"0,32","27,7","52,3","0,55","37,8","18,7","13,1"
14-10-2024 18:00,"0,31","28,3","47,6","0,48","40,9","21,5","14,6"
14-10-2024 17:00,"0,31","29,1","51,8","0,48","42,0","22,4","9,1"
14-10-2024 16:00,"0,26","17,9","27,5","0,27","57,3","14,3","5,4"
14-10-2024 15:00,"0,25","19,4","33,5","0,28","56,4","9,9","5,1"
14-10-2024 14:00,"0,25","14,9","28,8","0,40","58,3","13,3","6,5"
14-10-2024 13:00,"0,25","14,4","28,5","0,48","58,9","8,5","6,7"
14-10-2024 12:00,"0,23","15,3","30,8","0,35","52,9","5,0","9,7"
14-10-2024 11:00,"0,22","14,6","31,4","0,43","51,4","14,8","6,1"
14-10-2024 10:00,"0,23","17,8","36,6","0,63","47,8","17,2","9,3"
14-10-2024 09:00,"0,24","21,8","46,4","0,62","37,2","17,8","14,1"
14-10-2024 08:00,"0,26","27,5","62,3","0,76","27,6","21,1","13,7"
14-10-2024 07:00,"0,27","27,9","57,0","0,67","26,2","18,7","12,3"
14-10-2024 06:00,"0,28","35,3","69,1","0,71","25,1","15,2","9,7"
14-10-2024 05:00,"0,26","26,4","58,0","0,72","29,6","14,8","11,6"
14-10-2024 04:00,"0,24","22,6","39,6","0,37","35,1","12,8","9,4"
14-10-2024 03:00,"0,21","7,6","10,2","0,04","50,7","8,9","6,8"
14-10-2024 02:00,"0,21","5,4","7,5",,"48,6","5,0","8,2"
14-10-2024 01:00,"0,21","7,2","8,4",,"48,0","7,4","9,4"
14-10-2024 00:00,"0,21","9,9","12,4",,"50,6","10,6","7,7"
13-10-2024 23:00,"0,21","8,8","11,8","0,02","56,9","9,9","6,4"
13-10-2024 22:00,"0,21","7,1","10,0","0,16","64,0","8,6","4,5"
13-10-2024 21:00,"0,25","13,9","23,8",,"59,0","9,4","6,8"
13-10-2024 20:00,"0,30","14,9","23,5","0,23","51,2","6,5","8,7"
13-10-2024 19:00,"0,29","20,0","35,1","0,29","42,0","9,2","11,9"
13-10-2024 18:00,"0,32","23,3","41,1","0,53","39,2","15,5","14,1"
13-10-2024 17:00,"0,31","21,6","42,6","0,44","41,4","18,2","12,0"
13-10-2024 16:00,"0,30","19,8","37,1","0,46","43,9","17,4","13,4"
13-10-2024 15:00,"0,30","19,4","37,2","0,68","42,3","13,5","13,2"
13-10-2024 14:00,"0,32","17,9","36,1","0,75","39,9","14,8","12,0"
13-10-2024 13:00,"0,31","18,6","38,4","0,78","34,6","13,2","11,2"
13-10-2024 12:00,"0,43","25,4","56,3","0,92","29,9","13,3","11,1"
13-10-2024 11:00,"0,36","29,5","62,2","1,0","24,0","18,5","13,8"
13-10-2024 10:00,"0,35","25,7","45,6","0,69","28,4","17,9","14,3"
13-10-2024 09:00,"0,33","18,6","32,7","0,56","33,1","14,8","10,5"
13-10-2024 08:00,"0,28","20,5","40,3","0,83","32,7","19,8","12,8"
13-10-2024 07:00,"0,24","14,2","18,9","0,84","41,4","16,2","8,7"
13-10-2024 06:00,"0,21","10,0","11,7","0,75","48,3","15,0","8,0"
13-10-2024 05:00,"0,21","8,9","10,4","1,3","53,7","12,8","9,1"
13-10-2024 04:00,"0,20","5,2","6,5","1,4","60,5","13,7","8,2"
13-10-2024 03:00,"0,19","4,6","6,5","1,5","64,1","11,2","9,6"
13-10-2024 02:00,"0,20","4,9","5,9","1,4","67,4","11,5","13,5"
13-10-2024 01:00,"0,21","5,7","8,5","1,4","69,4","13,6","8,8"
13-10-2024 00:00,"0,21","5,4","8,4","1,2","74,1","9,6","9,7"
12/10/2024 23:00,"0,21","6,5","9,4","1,2","77,8","11,7","8,3"
12/10/2024 22:00,"0,23","7,7","13,5","1,2","75,9","11,2","10,6"
12/10/2024 21:00,"0,23","8,5","14,8","1,1","76,0","10,9","10,8"
12/10/2024 20:00,"0,22","7,2","12,7","1,2","77,1","11,9","8,3"
12/10/2024 19:00,"0,23","13,7","21,3","1,4","72,5","10,4","10,0"
12/10/2024 18:00,"0,25","12,3","19,7","0,78","70,5","7,7","4,8"
12/10/2024 17:00,"0,23","15,4","25,0","0,48","68,2","11,6","7,1"
12/10/2024 16:00,"0,27","17,7","29,3","0,63","65,9","10,7","7,9"
12/10/2024 15:00,"0,26","22,3","35,8","0,54","63,7","14,5","9,1"
12/10/2024 14:00,"0,22","10,9","19,7","0,39","74,1","11,9","7,6"
12/10/2024 13:00,"0,23","10,2","17,9","0,43","72,4","18,1","6,4"
12/10/2024 12:00,"0,24","11,4","22,0","0,62","69,0","19,4","4,8"
12/10/2024 11:00,"0,23","12,6","22,2","0,85","67,3","9,1","5,1"
12/10/2024 10:00,"0,21","13,5","23,5","0,76","57,2","1,9","7,3"
12/10/2024 9:00,"0,22","13,9","24,1","0,51","50,9","8,7","8,2"
12/10/2024 8:00,"0,21","15,2","25,1","0,44","47,6","14,7","8,3"
